DATASET_EXTERNALSHAPE
#Nodes have multiple values associated with them. Values will be displayed as geometric shapes of different sizes in columns outside the tree.
#Highest value in the dataset will have the largest size, and all others will be scaled down proportionally.
#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	numerical text
GCA_007859855.1	98.63
GCA_007859865.1	98.71
GCA_007859875.1	99.09
GCA_007859915.1	99.41
GCA_007859935.1	97.23
GCA_007859945.1	97.75
GCA_007859955.1	96.97
GCA_007859995.1	74.25
GCA_007860005.1	98.24
GCA_007860015.1	97.75
GCA_007860045.1	99.41
GCA_007860075.1	99.02
GCA_007860095.1	99.02
GCA_007860105.1	99.2
GCA_007860125.1	99.02
GCA_007860135.1	98.63
GCA_007860175.1	99.02
GCA_007860185.1	99.02
GCA_007860215.1	99.09
GCA_007922685.1	32.82
GCA_008035925.1	99.41
GCA_008065095.1	96.65
GCA_008065115.1	97.75
GCA_008065135.1	99.02
GCA_008080545.1	59.73
GCA_008080965.1	40.96
GCA_008087625.1	97.85
GCA_008087665.1	95.57
GCA_008254045.1	97.23
GCA_008298035.1	99.41
GCA_008312935.1	99.41
GCA_008329715.1	99.41
GCA_008363155.1	91.47
GCA_008363395.1	99.01
GCA_008363445.1	97.07
GCA_008374075.1	98.63
GCA_008501815.1	98.63
GCA_008501825.1	87.04
GCA_008629675.1	99.41
GCA_008636105.1	95.12
GCA_008933285.1	61.71
GCA_008933925.1	89.73
GCA_009002475.1	68.23
GCA_009177065.1	98.63
GCA_009177095.1	97.75
GCA_009618275.1	99.02
GCA_009691705.1	79.13
GCA_009691715.1	76.56
GCA_009691725.1	78.84
GCA_009691765.1	77.05
GCA_009691785.1	82.13
GCA_009691805.1	81.0
GCA_009691815.1	75.59
GCA_009691845.1	93.62
GCA_009691855.1	81.64
GCA_009691875.1	92.25
GCA_009691905.1	89.65
GCA_009691915.1	83.92
GCA_009691925.1	67.09
GCA_009691935.1	82.62
GCA_009691945.1	58.85
GCA_009692005.1	97.2
GCA_009692015.1	72.53
GCA_009692045.1	83.92
GCA_009692065.1	91.67
GCA_009697105.1	90.87
GCA_900113665.1	98.31
GCA_900129635.1	98.63
GCA_900232105.1	99.02
GCA_900232175.1	99.41
GCA_900317365.1	89.36
GCA_900318195.1	88.04
GCA_900321495.1	77.56
GCA_900696425.1	88.61
GCA_900696465.1	91.73
GCA_900696475.1	98.63
GCA_900696525.1	84.96
GCA_900696535.1	87.11
GCA_900696545.1	84.83
GCA_900696655.1	98.24
GCA_900696675.1	99.02
GCA_900696685.1	86.71
GCA_902515125.1	58.06
GCA_902521645.1	39.91
GCA_902523155.1	35.49
GCA_902523785.1	11.51
GCA_902565825.1	62.43
GCA_902566065.1	83.41
GCA_902572315.1	44.99
GCA_902579835.1	0.49
GCA_902582415.1	16.65
GCA_902585155.1	25.0
GCA_902585535.1	27.15
GCA_902589805.1	11.26
GCA_902607325.1	32.81
GCA_902608785.1	14.18
GCA_902626275.1	27.66
GCA_902629495.1	51.88
GCA_902630355.1	72.78
GCA_000019665.1	99.18
GCA_000019965.1	99.39
GCA_000020225.1	100.0
GCA_000025905.1	99.8
GCA_000155695.1	100.0
GCA_000171235.2	95.71
GCA_000172155.1	100.0
GCA_000172555.1	99.59
GCA_000173075.1	97.96
GCA_000242935.3	99.8
GCA_000243495.3	99.8
GCA_000264585.3	26.12
GCA_000264605.3	59.1
GCA_000264625.3	43.67
GCA_000264645.3	81.22
GCA_000285795.3	50.52
GCA_000297415.1	99.18
GCA_000371985.1	25.4
GCA_000378105.1	99.8
GCA_000379365.1	98.37
GCA_000382665.1	37.96
GCA_000382685.1	34.88
GCA_000383715.1	74.49
GCA_000383735.1	62.88
GCA_000383755.1	51.34
GCA_000385235.1	0.41
GCA_000385255.1	1.22
GCA_000385275.1	22.79
GCA_000385295.1	31.09
GCA_000385315.1	3.47
GCA_000428305.2	62.35
GCA_000436395.1	99.26
GCA_000437075.1	99.55
GCA_000438015.1	92.29
GCA_000526255.1	98.78
GCA_000723745.2	98.98
GCA_000739615.1	99.51
GCA_000739635.1	100.0
GCA_000739655.1	99.18
GCA_000817245.1	97.55
GCA_000953475.1	99.18
GCA_000972765.1	98.16
GCA_000980515.1	93.61
GCA_001313125.1	88.64
GCA_001318295.1	81.63
GCA_001438005.1	82.54
GCA_001439385.1	80.99
GCA_001439425.1	73.39
GCA_001439535.1	96.53
GCA_001464505.1	90.55
GCA_001578645.1	99.59
GCA_001580015.1	96.33
GCA_001580045.1	97.14
GCA_001580195.1	99.59
GCA_001604565.1	94.1
GCA_001604585.1	95.71
GCA_001604605.1	49.86
GCA_001604625.1	49.46
GCA_001604645.1	61.43
GCA_001613545.1	99.59
GCA_001644255.1	9.78
GCA_001644365.1	26.22
GCA_001644495.1	15.28
GCA_001647615.1	99.59
GCA_001650175.1	97.14
GCA_001653815.2	94.08
GCA_001653825.2	93.54
GCA_001683795.1	93.88
GCA_001688765.2	100.0
GCA_001725055.1	3.57
GCA_001746835.1	98.16
GCA_001830205.1	76.26
GCA_001831055.1	52.73
GCA_001831095.1	64.35
GCA_001831115.1	52.67
GCA_001831125.1	82.54
GCA_001872735.1	90.41
GCA_001897195.1	95.71
GCA_001914475.1	73.88
GCA_001914485.1	77.82
GCA_001914855.1	36.65
GCA_001914875.1	50.06
GCA_001917295.1	99.59
GCA_001917305.1	94.29
GCA_001917935.1	31.53
GCA_001919485.1	71.34
GCA_001919725.1	26.03
GCA_001919755.1	77.35
GCA_001920175.1	73.88
GCA_001940945.1	91.43
GCA_002083885.1	48.28
GCA_002161325.1	100.0
GCA_002167265.1	82.24
GCA_002167605.1	86.12
GCA_002168015.1	83.06
GCA_002168145.2	92.35
GCA_002170085.1	69.92
GCA_002170435.1	77.57
GCA_002170475.2	95.71
GCA_002170515.2	77.26
GCA_002170545.1	77.32
GCA_002170655.2	47.82
GCA_002171045.1	57.76
GCA_002171405.1	75.37
GCA_002171765.1	81.88
GCA_002172115.1	58.49
GCA_002172255.1	69.72
GCA_002172625.1	78.12
GCA_002201495.1	100.0
GCA_002255805.1	47.7
GCA_002256265.1	92.23
GCA_002279575.1	22.24
GCA_002279765.1	92.55
GCA_002280095.1	9.29
GCA_002288405.1	82.65
GCA_002288415.1	87.62
GCA_002288445.1	55.07
GCA_002288455.1	74.9
GCA_002290545.1	96.08
GCA_002290555.1	80.27
GCA_002290585.1	85.58
GCA_002290595.1	67.84
GCA_002290625.1	29.59
GCA_002291645.1	83.22
GCA_002291675.1	96.85
GCA_002292185.1	81.69
GCA_002292345.1	92.47
GCA_002293065.1	85.09
GCA_002293125.1	88.98
GCA_002293145.1	97.03
GCA_002297775.1	74.85
GCA_002298105.1	97.55
GCA_002298145.1	93.88
GCA_002298665.1	78.61
GCA_002298785.1	92.22
GCA_002299785.1	71.94
GCA_002303775.1	88.5
GCA_002304315.1	66.98
GCA_002304325.1	87.85
GCA_002304345.1	90.61
GCA_002304355.1	73.54
GCA_002304375.1	68.16
GCA_002304385.1	50.16
GCA_002304425.1	57.89
GCA_002304435.1	67.76
GCA_002304445.1	94.95
GCA_002304915.1	76.94
GCA_002305615.1	62.86
GCA_002306635.1	89.73
GCA_002306715.1	93.37
GCA_002306945.1	83.7
GCA_002306985.1	88.61
GCA_002307065.1	97.42
GCA_002308515.1	64.56
GCA_002308715.1	85.71
GCA_002308735.1	87.27
GCA_002309585.1	80.59
GCA_002309765.1	81.43
GCA_002309885.1	62.31
GCA_002310495.1	99.39
GCA_002313355.1	85.1
GCA_002313475.1	77.55
GCA_002313555.1	67.76
GCA_002313595.1	81.02
GCA_002313665.1	94.66
GCA_002315875.1	63.93
GCA_002316185.1	71.37
GCA_002317575.1	69.32
GCA_002321305.1	76.78
GCA_002321455.1	55.76
GCA_002322915.1	88.78
GCA_002323585.1	82.29
GCA_002323615.1	95.71
GCA_002323855.1	95.51
GCA_002323895.1	93.97
GCA_002323955.1	95.17
GCA_002323995.1	96.42
GCA_002334885.1	81.14
GCA_002336265.1	86.53
GCA_002336445.1	82.41
GCA_002336535.1	84.04
GCA_002336545.1	75.85
GCA_002336895.1	97.76
GCA_002338345.1	53.28
GCA_002338405.1	73.16
GCA_002341135.1	94.69
GCA_002342345.1	68.67
GCA_002343065.1	90.96
GCA_002343505.1	89.63
GCA_002344205.1	89.74
GCA_002344215.1	97.91
GCA_002344525.1	95.31
GCA_002344865.1	83.51
GCA_002346355.1	64.5
GCA_002346535.1	94.06
GCA_002346585.1	72.49
GCA_002346685.1	85.87
GCA_002346835.1	67.46
GCA_002347655.1	88.78
GCA_002348345.1	85.39
GCA_002348685.1	74.55
GCA_002350535.1	58.55
GCA_002351765.1	62.45
GCA_002358905.1	91.27
GCA_002359675.1	74.06
GCA_002359745.1	85.1
GCA_002362435.1	98.66
GCA_002363035.1	57.75
GCA_002363575.1	69.39
GCA_002364575.1	89.62
GCA_002364975.1	90.07
GCA_002364985.1	79.28
GCA_002366885.1	76.88
GCA_002367435.1	79.86
GCA_002367815.1	85.47
GCA_002369235.1	79.32
GCA_002371135.1	77.46
GCA_002371755.1	76.24
GCA_002373635.1	79.34
GCA_002373695.1	75.99
GCA_002376875.1	86.78
GCA_002380675.1	88.98
GCA_002382525.1	84.64
GCA_002383555.1	68.23
GCA_002383805.1	90.03
GCA_002385705.1	88.57
GCA_002386805.1	88.63
GCA_002386865.1	65.21
GCA_002386905.1	92.59
GCA_002387565.1	87.69
GCA_002388665.1	98.23
GCA_002389355.1	89.9
GCA_002390255.1	88.93
GCA_002390445.1	84.15
GCA_002390725.1	83.98
GCA_002392285.1	59.31
GCA_002392765.1	75.99
GCA_002392825.1	68.83
GCA_002395905.1	72.85
GCA_002396485.1	97.36
GCA_002396885.1	92.0
GCA_002397065.1	50.79
GCA_002400515.1	48.71
GCA_002404715.1	94.49
GCA_002405095.1	79.63
GCA_002405555.1	83.88
GCA_002412675.1	74.12
GCA_002414155.1	69.67
GCA_002420185.1	94.69
GCA_002420265.1	93.83
GCA_002420305.1	93.87
GCA_002420315.1	91.96
GCA_002422425.1	96.92
GCA_002422905.1	87.96
GCA_002423675.1	73.75
GCA_002428045.1	86.94
GCA_002428665.1	98.57
GCA_002429005.1	93.67
GCA_002429065.1	92.45
GCA_002429205.1	70.46
GCA_002430605.1	89.59
GCA_002433145.1	64.63
GCA_002433235.1	86.33
GCA_002436225.1	82.38
GCA_002436955.1	80.45
GCA_002437055.1	90.82
GCA_002437265.1	69.79
GCA_002437405.1	93.31
GCA_002437705.1	72.44
GCA_002438445.1	75.76
GCA_002439025.1	69.44
GCA_002439835.1	79.27
GCA_002440145.1	71.48
GCA_002440275.1	65.0
GCA_002448475.1	81.83
GCA_002448655.1	55.88
GCA_002449065.1	64.8
GCA_002449695.1	73.77
GCA_002450215.1	61.06
GCA_002450395.1	86.93
GCA_002451515.1	76.98
GCA_002451635.1	71.27
GCA_002451935.1	64.35
GCA_002452055.1	65.23
GCA_002452515.1	91.56
GCA_002453165.1	86.51
GCA_002455175.1	80.58
GCA_002456915.1	65.1
GCA_002457235.1	63.47
GCA_002457635.1	86.53
GCA_002469895.1	95.82
GCA_002470485.1	79.65
GCA_002470605.1	88.78
GCA_002470805.1	88.94
GCA_002470925.1	90.61
GCA_002471255.1	79.59
GCA_002471305.1	86.41
GCA_002471335.1	97.55
GCA_002471485.1	80.43
GCA_002474325.1	84.26
GCA_002476465.1	78.56
GCA_002476575.1	72.22
GCA_002476705.1	75.26
GCA_002477515.1	76.8
GCA_002478035.1	79.63
GCA_002479245.1	77.0
GCA_002479935.1	89.82
GCA_002480015.1	93.22
GCA_002480375.1	91.97
GCA_002480625.1	88.44
GCA_002482965.1	94.66
GCA_002492685.1	99.71
GCA_002493465.1	99.8
GCA_002500665.1	97.14
GCA_002501065.1	96.19
GCA_002591725.1	68.68
GCA_002683815.1	88.59
GCA_002683995.1	77.27
GCA_002684575.1	79.14
GCA_002684915.1	89.18
GCA_002686085.1	97.14
GCA_002686755.1	88.16
GCA_002686835.1	90.0
GCA_002686885.1	93.27
GCA_002688865.1	63.44
GCA_002689045.1	75.94
GCA_002689065.1	56.9
GCA_002689105.1	27.68
GCA_002689335.1	66.12
GCA_002689665.1	70.41
GCA_002690565.1	92.09
GCA_002690655.1	84.69
GCA_002691505.1	77.12
GCA_002692535.1	85.91
GCA_002692605.1	83.63
GCA_002694035.1	93.67
GCA_002694885.1	93.47
GCA_002695495.1	94.29
GCA_002695645.1	90.41
GCA_002695655.1	87.14
GCA_002696885.1	54.6
GCA_002698785.1	98.37
GCA_002699035.1	67.76
GCA_002699065.1	64.7
GCA_002699365.1	93.88
GCA_002700245.1	52.27
GCA_002702485.1	53.43
GCA_002702495.1	74.38
GCA_002702515.1	45.94
GCA_002703145.1	54.89
GCA_002703365.1	49.93
GCA_002704415.1	54.69
GCA_002704545.1	46.78
GCA_002705125.1	80.27
GCA_002706305.1	79.61
GCA_002708005.1	65.53
GCA_002708885.1	90.91
GCA_002709205.1	88.2
GCA_002709265.1	47.41
GCA_002709395.1	83.42
GCA_002709915.1	93.29
GCA_002710335.1	53.02
GCA_002712205.1	56.73
GCA_002712905.1	50.27
GCA_002713165.1	58.5
GCA_002713685.1	54.29
GCA_002713695.1	97.96
GCA_002714145.1	66.27
GCA_002715825.1	88.16
GCA_002715965.1	95.71
GCA_002716045.1	95.71
GCA_002717045.1	88.98
GCA_002717975.1	54.08
GCA_002718175.1	87.48
GCA_002718935.1	62.83
GCA_002719595.1	59.08
GCA_002720035.1	49.34
GCA_002720355.1	56.23
GCA_002720825.1	72.11
GCA_002720915.1	52.0
GCA_002721375.1	84.41
GCA_002721695.1	88.21
GCA_002721705.1	87.55
GCA_002721895.1	91.02
GCA_002722335.1	94.16
GCA_002722545.1	82.0
GCA_002722675.1	67.76
GCA_002723015.1	95.71
GCA_002724235.1	76.67
GCA_002724285.1	50.91
GCA_002724455.1	60.14
GCA_002724615.1	55.64
GCA_002725575.1	50.12
GCA_002725655.1	55.71
GCA_002725705.1	54.68
GCA_002725805.1	75.01
GCA_002726435.1	61.04
GCA_002726915.1	95.71
GCA_002727915.1	62.45
GCA_002728225.1	47.91
GCA_002728775.1	57.96
GCA_002729275.1	94.87
GCA_002729295.1	80.16
GCA_002729455.1	91.11
GCA_002729725.1	96.94
GCA_002730975.1	92.04
GCA_002731855.1	58.32
GCA_002737055.1	45.51
GCA_002737085.1	46.76
GCA_002737185.1	60.34
GCA_002737205.1	60.2
GCA_002737235.1	67.32
GCA_002737275.1	70.41
GCA_002737515.1	58.84
GCA_002771405.1	89.59
GCA_002783885.1	87.96
GCA_002784415.1	90.41
GCA_002791315.1	90.82
GCA_002862135.1	93.88
GCA_002862925.1	85.85
GCA_002862945.1	95.92
GCA_002884915.1	100.0
GCA_002884975.1	100.0
GCA_002884995.1	100.0
GCA_002885015.1	100.0
GCA_002885025.1	100.0
GCA_002885055.1	100.0
GCA_002885075.1	100.0
GCA_002885095.1	100.0
GCA_002885105.1	90.61
GCA_002885135.1	92.24
GCA_002885155.1	100.0
GCA_002885165.1	100.0
GCA_002885195.1	100.0
GCA_002885215.1	100.0
GCA_002885235.1	100.0
GCA_002885255.1	100.0
GCA_002885265.1	99.59
GCA_002885295.1	100.0
GCA_002885315.1	100.0
GCA_002885335.1	100.0
GCA_002885355.1	100.0
GCA_002885375.1	100.0
GCA_002885395.1	100.0
GCA_002885415.1	100.0
GCA_002885425.1	100.0
GCA_002885455.1	100.0
GCA_002885465.1	100.0
GCA_002885475.1	96.73
GCA_002885515.1	100.0
GCA_002885535.1	100.0
GCA_002885555.1	100.0
GCA_002885575.1	100.0
GCA_002885595.1	100.0
GCA_002885615.1	100.0
GCA_002885625.1	99.59
GCA_002885655.1	100.0
GCA_002885675.1	100.0
GCA_002885695.1	100.0
GCA_002885715.1	100.0
GCA_002922725.1	77.69
GCA_002954445.1	99.1
GCA_003054655.1	99.59
GCA_003054665.1	99.18
GCA_003054695.1	98.37
GCA_003054705.1	99.18
GCA_003096195.1	94.32
GCA_003131385.1	93.42
GCA_003131405.1	86.88
GCA_003131445.1	94.49
GCA_003131465.1	92.65
GCA_003131485.1	94.01
GCA_003131765.1	89.94
GCA_003132245.1	75.0
GCA_003133585.1	79.63
GCA_003133815.1	80.32
GCA_003134015.1	95.92
GCA_003134155.1	95.51
GCA_003134375.1	94.9
GCA_003134735.1	95.1
GCA_003134765.1	90.2
GCA_003134785.1	95.1
GCA_003134955.1	79.53
GCA_003135375.1	82.45
GCA_003135535.1	66.92
GCA_003135675.1	75.89
GCA_003135735.1	92.59
GCA_003135835.1	67.94
GCA_003136515.1	84.04
GCA_003136755.1	71.25
GCA_003136875.1	89.61
GCA_003138255.1	96.53
GCA_003138485.1	93.88
GCA_003138605.1	95.63
GCA_003138755.1	96.73
GCA_003139035.1	90.82
GCA_003139655.1	93.33
GCA_003139665.1	89.8
GCA_003139955.1	94.09
GCA_003140095.1	96.33
GCA_003140255.1	95.51
GCA_003140275.1	87.14
GCA_003140665.1	86.18
GCA_003141115.1	88.68
GCA_003141355.1	98.67
GCA_003141875.1	85.49
GCA_003141935.1	77.89
GCA_003142335.1	84.29
GCA_003142615.1	98.57
GCA_003142955.1	97.57
GCA_003142995.1	96.73
GCA_003150305.1	91.43
GCA_003151495.1	87.26
GCA_003151515.1	92.04
GCA_003151575.1	95.8
GCA_003151855.1	79.44
GCA_003152145.1	66.53
GCA_003152225.1	90.98
GCA_003152285.1	71.44
GCA_003152315.1	97.55
GCA_003153035.1	89.12
GCA_003154355.1	72.33
GCA_003154875.1	81.81
GCA_003156175.1	91.34
GCA_003157495.1	86.46
GCA_003157575.1	78.2
GCA_003157795.1	75.83
GCA_003159455.1	76.12
GCA_003159645.1	96.33
GCA_003159675.1	96.3
GCA_003160535.1	95.49
GCA_003160855.1	80.97
GCA_003161295.1	95.31
GCA_003161335.1	80.78
GCA_003161415.1	97.14
GCA_003161635.1	94.81
GCA_003162915.1	70.98
GCA_003163115.1	89.55
GCA_003163315.1	90.2
GCA_003163405.1	70.85
GCA_003163915.1	80.78
GCA_003164395.1	85.81
GCA_003164515.1	81.38
GCA_003164535.1	73.97
GCA_003164565.1	85.27
GCA_003164675.1	94.88
GCA_003164695.1	81.59
GCA_003164715.1	92.98
GCA_003164735.1	96.73
GCA_003166295.1	94.08
GCA_003166435.1	90.28
GCA_003167115.1	84.84
GCA_003167355.1	78.63
GCA_003167365.1	94.69
GCA_003167555.1	95.51
GCA_003167635.1	93.06
GCA_003167925.1	96.92
GCA_003167995.1	83.04
GCA_003168315.1	70.4
GCA_003168615.1	93.33
GCA_003169035.1	70.3
GCA_003169045.1	90.14
GCA_003169695.1	93.88
GCA_003169775.1	87.85
GCA_003169855.1	95.51
GCA_003169975.1	92.65
GCA_003170395.1	95.1
GCA_003171125.1	95.31
GCA_003171155.1	68.89
GCA_003176015.1	41.88
GCA_003176035.1	73.61
GCA_003176045.1	89.18
GCA_003185655.1	99.59
GCA_003217795.1	63.91
GCA_003217805.1	64.73
GCA_003217815.1	72.87
GCA_003217835.1	65.56
GCA_003217875.1	82.45
GCA_003217895.1	90.07
GCA_003217915.1	74.44
GCA_003217925.1	75.23
GCA_003217945.1	67.66
GCA_003217965.1	87.08
GCA_003217995.1	63.29
GCA_003218015.1	69.6
GCA_003218035.1	88.35
GCA_003218045.1	61.8
GCA_003218075.1	67.22
GCA_003218085.1	62.17
GCA_003218115.1	72.53
GCA_003218135.1	86.33
GCA_003218155.1	86.33
GCA_003218165.1	70.82
GCA_003218175.1	89.07
GCA_003218215.1	71.11
GCA_003218235.1	89.65
GCA_003218255.1	84.88
GCA_003218265.1	66.27
GCA_003218295.1	70.99
GCA_003218305.1	84.76
GCA_003218335.1	64.4
GCA_003218345.1	71.76
GCA_003218375.1	95.49
GCA_003218395.1	83.02
GCA_003218405.1	66.33
GCA_003218415.1	79.1
GCA_003218445.1	68.68
GCA_003218475.1	88.41
GCA_003218495.1	75.21
GCA_003218515.1	92.37
GCA_003218525.1	73.51
GCA_003218535.1	84.49
GCA_003218575.1	78.37
GCA_003218595.1	70.83
GCA_003218605.1	71.74
GCA_003218615.1	81.53
GCA_003218655.1	89.58
GCA_003218675.1	68.72
GCA_003218685.1	80.82
GCA_003218705.1	73.54
GCA_003218735.1	60.96
GCA_003218755.1	81.93
GCA_003218775.1	55.07
GCA_003218785.1	80.04
GCA_003218815.1	74.04
GCA_003218835.1	66.77
GCA_003218855.1	81.81
GCA_003218875.1	92.86
GCA_003218885.1	85.17
GCA_003218915.1	84.41
GCA_003218935.1	87.48
GCA_003218945.1	81.63
GCA_003218975.1	92.86
GCA_003218995.1	82.24
GCA_003219005.1	85.06
GCA_003219035.1	85.58
GCA_003219055.1	55.86
GCA_003219075.1	69.77
GCA_003219095.1	68.93
GCA_003219115.1	72.86
GCA_003219125.1	88.27
GCA_003219155.1	66.53
GCA_003219175.1	91.43
GCA_003219195.1	89.88
GCA_003219215.1	87.22
GCA_003219225.1	66.37
GCA_003219255.1	65.27
GCA_003219265.1	76.15
GCA_003219295.1	75.3
GCA_003219305.1	78.94
GCA_003219335.1	78.08
GCA_003219345.1	88.59
GCA_003219355.1	82.34
GCA_003219395.1	64.25
GCA_003219415.1	92.86
GCA_003219435.1	81.89
GCA_003219455.1	67.18
GCA_003219465.1	84.35
GCA_003219495.1	72.5
GCA_003219515.1	83.15
GCA_003219535.1	84.63
GCA_003219545.1	93.33
GCA_003219555.1	71.63
GCA_003219585.1	82.95
GCA_003219615.1	70.06
GCA_003219625.1	68.28
GCA_003219645.1	66.16
GCA_003219675.1	80.57
GCA_003219695.1	86.64
GCA_003219715.1	66.29
GCA_003219725.1	78.26
GCA_003219735.1	71.51
GCA_003219765.1	78.63
GCA_003219835.1	91.43
GCA_003219845.1	65.82
GCA_003219855.1	59.01
GCA_003219895.1	84.17
GCA_003219915.1	80.22
GCA_003219925.1	74.59
GCA_003219945.1	75.76
GCA_003219975.1	72.97
GCA_003219995.1	76.42
GCA_003220005.1	80.87
GCA_003220035.1	85.36
GCA_003220055.1	77.14
GCA_003220075.1	82.81
GCA_003220085.1	74.15
GCA_003220095.1	84.68
GCA_003220135.1	84.24
GCA_003220155.1	91.63
GCA_003220175.1	55.14
GCA_003220215.1	75.01
GCA_003221095.1	67.96
GCA_003221135.1	81.43
GCA_003221145.1	66.83
GCA_003221175.1	87.32
GCA_003221195.1	84.56
GCA_003221215.1	75.76
GCA_003221235.1	74.53
GCA_003221255.1	79.97
GCA_003221275.1	68.67
GCA_003221295.1	84.22
GCA_003221315.1	83.04
GCA_003221335.1	77.13
GCA_003221355.1	83.06
GCA_003221375.1	65.38
GCA_003221395.1	59.81
GCA_003221405.1	57.57
GCA_003226295.1	92.45
GCA_003231845.1	53.12
GCA_003232855.1	61.17
GCA_003235135.1	19.15
GCA_003244125.1	65.55
GCA_003244145.1	88.73
GCA_003247125.1	36.85
GCA_003247935.1	49.28
GCA_003250055.1	58.75
GCA_003250755.1	24.35
GCA_003251385.1	29.63
GCA_003315205.1	98.98
GCA_003331195.1	89.71
GCA_003331455.1	47.37
GCA_003331485.1	91.13
GCA_003331495.1	51.2
GCA_003343565.1	89.86
GCA_003402695.1	90.08
GCA_003402705.1	75.29
GCA_003402735.1	85.56
GCA_003402745.1	72.02
GCA_003444435.1	66.85
GCA_003445095.1	77.85
GCA_003445855.1	68.96
GCA_003446495.1	86.68
GCA_003446515.1	68.28
GCA_003447035.1	75.0
GCA_003448565.1	68.49
GCA_003449755.1	61.39
GCA_003451935.1	64.33
GCA_003452185.1	86.34
GCA_003453015.1	64.5
GCA_003453085.1	62.77
GCA_003454115.1	65.62
GCA_003455095.1	75.1
GCA_003455375.1	83.32
GCA_003455565.1	82.49
GCA_003456635.1	81.91
GCA_003477005.1	76.09
GCA_003477105.1	69.83
GCA_003482665.1	61.33
GCA_003483205.1	80.07
GCA_003483645.1	70.88
GCA_003484235.1	80.38
GCA_003484925.1	74.93
GCA_003485085.1	71.76
GCA_003485955.1	80.64
GCA_003486445.1	65.46
GCA_003486585.1	66.88
GCA_003489865.1	85.92
GCA_003491445.1	78.46
GCA_003497705.1	66.94
GCA_003500775.1	79.28
GCA_003500835.1	85.23
GCA_003501225.1	69.03
GCA_003503355.1	78.61
GCA_003503375.1	75.9
GCA_003503595.1	84.65
GCA_003506995.1	80.53
GCA_003507035.1	68.16
GCA_003507075.1	65.68
GCA_003507815.1	80.42
GCA_003508065.1	71.88
GCA_003509505.1	65.87
GCA_003509725.1	70.12
GCA_003510955.1	78.48
GCA_003513785.1	64.48
GCA_003514565.1	100.0
GCA_003517285.1	74.36
GCA_003518335.1	86.85
GCA_003518805.1	79.86
GCA_003520645.1	68.02
GCA_003521725.1	50.83
GCA_003523825.1	85.42
GCA_003525025.1	71.29
GCA_003525105.1	84.94
GCA_003525125.1	59.92
GCA_003525225.1	84.52
GCA_003526005.1	58.68
GCA_003526985.1	78.37
GCA_003527065.1	63.5
GCA_003527555.1	80.93
GCA_003528925.1	67.72
GCA_003529345.1	93.63
GCA_003530575.1	61.54
GCA_003531485.1	69.84
GCA_003531495.1	76.17
GCA_003531875.1	60.15
GCA_003532555.1	64.53
GCA_003533285.1	73.11
GCA_003533555.1	67.14
GCA_003534735.1	66.3
GCA_003534995.1	85.69
GCA_003535255.1	59.46
GCA_003536335.1	62.75
GCA_003536345.1	72.39
GCA_003537635.1	84.69
GCA_003538895.1	77.96
GCA_003541335.1	70.57
GCA_003541695.1	56.44
GCA_003543825.1	68.49
GCA_003545115.1	88.38
GCA_003545395.1	79.73
GCA_003558025.1	89.06
GCA_003558065.1	99.18
GCA_003558675.1	48.06
GCA_003559255.1	57.15
GCA_003559525.1	97.55
GCA_003560715.1	92.08
GCA_003562875.1	53.53
GCA_003565135.1	83.17
GCA_003565515.1	59.05
GCA_003565835.1	48.19
GCA_003566375.1	90.84
GCA_003566795.1	87.14
GCA_003566885.1	64.3
GCA_003566915.1	81.7
GCA_003567035.1	63.86
GCA_003567255.1	73.84
GCA_003569165.1	87.14
GCA_003569205.1	87.18
GCA_003569245.1	93.24
GCA_003569405.1	75.86
GCA_003641465.1	52.15
GCA_003641485.1	68.83
GCA_003641745.1	90.16
GCA_003694825.1	79.12
GCA_003695015.1	79.75
GCA_003716915.1	99.39
GCA_003716935.1	99.25
GCA_003716955.1	99.8
GCA_003716975.1	100.0
GCA_003820635.1	93.77
GCA_003972865.1	71.53
GCA_004015005.1	97.55
GCA_004015025.1	99.59
GCA_004015045.1	99.59
GCA_004015065.1	99.18
GCA_004015085.1	99.46
GCA_004015105.1	100.0
GCA_004015125.1	99.59
GCA_004015205.1	99.59
GCA_004015225.1	99.66
GCA_004015245.1	99.86
GCA_004015265.1	100.0
GCA_004015285.1	98.16
GCA_004015305.1	99.18
GCA_004015325.1	99.59
GCA_004015345.1	99.46
GCA_004101765.1	99.86
GCA_004104435.1	100.0
GCA_004118375.1	98.57
GCA_004143925.1	94.97
GCA_004143955.1	96.18
GCA_004144025.1	75.18
GCA_004144085.1	51.51
GCA_004144095.1	49.32
GCA_004144115.1	72.52
GCA_004167605.1	100.0
GCA_004168105.1	100.0
GCA_004211805.1	57.14
GCA_004211885.1	85.31
GCA_004213515.1	81.2
GCA_004213675.1	40.0
GCA_004293065.1	96.33
GCA_004293105.1	99.18
GCA_004293275.1	70.61
GCA_004293285.1	92.9
GCA_004293385.1	73.5
GCA_004293445.1	99.18
GCA_004294095.1	96.33
GCA_004295145.1	64.44
GCA_004297495.1	90.61
